text,created_at,id,user,downtime
@iculture  Apple store is net offline gegaan. http://t.co/8BjJR35lqT,25/08/2014 15:05:32,503921123080568000,Ariana Grande,1
"@poelarends http://t.co/zofluoig7t is inderdaad offline, Klaas. Hier wordt aan gewerkt!",26/08/2014 12:47:35,504248793316200000,KPN Webcare,1
@MD_Actueel hoe staat het ervoor inmiddels? M'n sites zijn nog steeds offline?!,09/08/2014 05:57:44,497985056443756000,Aico Klein Ovink,1
@MD_Actueel 8:32 en de hele boel ligt nog plat!,09/08/2014 06:33:31,497994061488611000,Hans Otten,1
@MD_Actueel onze website http://t.co/kJpw46O4hQ is voor de 2e keer niet zichtbaar dit jaar en onze e-mail schijnt nu ook niet meer te werken,09/08/2014 06:33:32,497994067108962000,radioohdie.nl,1
@MD_Actueel helaas liggen ook mijn sites en email eruit.,09/08/2014 06:42:44,497996382540931000,Quantum Pendant,1
@MD_Actueel al ruim 24 u is mijn site offline! kost mij veel geld en boze bezoekers. En nu kan ik zelfs niet meer mailen!? Hoe lang nog?!?!,09/08/2014 06:48:03,497997721480204000,I Love Health,1
Mijn website ligt al meer dan 24 uur plat. Daarnaast post @MD_Actueel weinig actuele info mbt de storing.,09/08/2014 07:02:18,498001307874381000,Rutger Pruis,1
@MD_Actueel wanneer komen we weer online. En de opgelopen schade of beter misgelopen omzet wie gaat dat betalen? ???,09/08/2014 07:03:31,498001614398296000,Slimdenken,1
@MD_Actueel lijkt wel steeds erger te worden ook webmail werkt niet is er dan helemaal geen indicatie te geven wat ons te wachten staat,09/08/2014 07:14:41,498004424296767000,carol scheepens,1
@MD_Actueel @mijndomein  Zeker de 12e dag dit jaar offline. Zonder compensatie. Ik ben zo spoedig mogelijk klant  af bij deze partij #slecht,09/08/2014 07:21:52,498006232310247000,Ben Reurink,1
Inmiddels ligt mijn site er een dag uit pfff @MD_Actueel: [Update] Zojuist om 08:50 is er een update geplaatst: http://t.co/cRK5oqheGN ^D,09/08/2014 07:25:30,498007146630746000,Andr van Meerkerk,1
@MD_Actueel http://t.co/itqmlqMclI  ligt ook al een tijd plat. Ook de mail's,09/08/2014 07:44:05,498011820557606000,Koopjeonline.com,1
@MD_Actueel Mijn website is nog steeds offline http://t.co/3Yml4SbVCD,09/08/2014 07:55:21,498014655093436000,Suzanne Menheere,1
@MD_Actueel website is nog steeds offline. Kunnen jullie een indicatie geven wanneer de website online kan?,09/08/2014 08:05:29,498017207033798000,Bianca van Schie,1
"@MD_Actueel mijn mail van beide sites doet het niet, het is belangrijk dat ik die mail binnen krijg, ik heb ... http://t.co/SqR3S4avtk",09/08/2014 08:07:24,498017688242114000,marieke lensen,1
@MD_Actueel Helaas behoor ik nog steeds bij die 'enkele klanten' die problemen ondervinden: geen website en geen email,09/08/2014 08:15:56,498019838078775000,Aad van Vliet,1
"@MD_Actueel Goede morgen, dit duurt veel lang, Dit kost mij klanten verlies, ik verwacht voor vandaag mijn website online wordt.....",09/08/2014 09:00:29,498031047612051000,MediaCenter Nijmegen,1
@MD_Actueel @mijndomein meer dan 24 uur offline nu http://t.co/74ETe7MKW2 dit kost mij een heleboel zo. Ik zie andere site wel online gaan!,09/08/2014 09:31:51,498038941262811000,TZ_Trouwringen,1
"@MD_Actueel Heb 3 sites bij MD, 2 deden het, de 3e niet toen storing begon. De eerste 2 doen het vandaag weer, de 3e nog steeds niet. Suc6!",09/08/2014 09:56:25,498045123813728000,Margelot,1
"@MD_Actueel Kom op jongens, al mijn sites zijn nog steeds offline. Hoe lang gaat dit nog duren?",09/08/2014 10:14:06,498049575161454000,Hugo van Dijke,1
@MD_Actueel mijn site http://t.co/6RkyU1IZp4 ligt er al de hele dag uit met een 404 error,09/08/2014 10:22:13,498051616487256000,HofmanWear,1
"@MD_Actueel maikelvanhaaren.nl is nog offline, er mag een mooie compensatie komen of ik ben bij de eerste beste gelegenheid vertrokken.",09/08/2014 10:57:46,498060563403276000,Maikel van Haaren,1
@MD_Actueel Het duurt allemaal wel erg lang! Nog steeds geen email en geen website. Enig idee van de voorgang?,09/08/2014 11:33:54,498069655719014000,Aad van Vliet,1
"@MD_Actueel Ik vind het nu niet leuk meer, duurt nu wel erg lang. Site uit de lucht, not happy",09/08/2014 12:28:20,498083355909718000,HappyThings,1
@MD_Actueel @MD_Webcare waarom doet mijndomein.nl het eigenlijk nog wel?,09/08/2014 13:20:32,498096491899396000,ROTCYP2014,1
@MD_Actueel Komen nu website weer online? Of is dat pas vanavond? Ik probeer mijn bezoekers van onze voetbalclub ook op de hoogte te houden.,09/08/2014 13:43:18,498102220995723000,Marco Roebersen,1
"@MD_Actueel mijn site is op dit moment heel erg hard nodig, http://t.co/utFBucSCsi hoe lang gaat het nog duren denkt u?",09/08/2014 13:58:46,498106111485300000,KarinJacobs,1
@MD_Actueel is er al bekend wanneer de storing zal zijn opgelost?,09/08/2014 14:30:48,498114175668060000,pannenkoeken HIA,1
"@MD_Actueel wanneer is de storing opgelost, onze website is al de hele dag niet bereikbaar waar we niet blij mee zijn.",09/08/2014 14:33:44,498114911537741000,Jrgen van bakel,1
"@MD_Actueel Hi, hoe lang gaat de storing nog duren? :) Kunnen jullie daar een inschatting van maken? Dank!",09/08/2014 14:48:06,498118526922948000,Marieke Miltenburg,1
"@MD_Actueel  Mijn site: http://t.co/Ao5koE94Mu ligt er nog steeds uit. Eigenlijk nooit problemen gehad, maar het duurt nu wel erg lang.",09/08/2014 15:07:53,498123508237737000,winmetcasinobonus.nl,1
"@MD_Actueel is er nu wat meer duidelijk hoe lang het gaat duren, want de nieuwspag is niet erg informatief wanneer sites oke en mail oke",09/08/2014 15:13:30,498124919432310000,Praktijk Jera,1
@MD_Actueel @Altijdbon .nl niet online door technische storing mijndomein!,09/08/2014 15:21:00,498126808785887000,Altijdbon,1
"@MD_Actueel Erg fijn die storing, mijn website ligt er nu al bijna 24 uur uit. Vast goed voor mijn google pagerank.....",09/08/2014 15:22:04,498127078068588000,Gerritjan Boeve,1
@MD_Actueel @Altijdbon niet online door Technische Storing MijnDomein! Excuses voor het ongemak!,09/08/2014 15:22:34,498127204522684000,Altijdbon,1
"@MD_Actueel al een indicatie wanneer http://t.co/nrdHTZunAr al online gaat? FTP is bereikbaar, browsers geven 404 error en mail werkt niet.",09/08/2014 15:28:45,498128759791579000,Saus,1
"@MD_Actueel Mijn website werkt ook niet meer, dacht dat het aan Wordpress lag, maar nu zie ik pas de storing. Wat is de actuele stand?",09/08/2014 15:53:09,498134897853464000,Deborah de Poorter,1
@MD_Actueel wat gaan jullie doen aan het feit dat de websites inmiddels al een dag offline zijn met de bijkomende omzet verliezen?,09/08/2014 16:02:53,498137348639817000,JW den Hollander,1
"@MD_Actueel Hallo, onze websites zijn geheel off line. En van beiden betreft een zakelijke website. Is er al zicht op een oplossing??",09/08/2014 16:59:45,498151659936419000,AnnekeKroodsma,1
@MD_Actueel Helaas zijn mijn sites nog steeds onbereikbaar. En ik kan niet mailen. Wat is de status nu? #mirremaan #springwerk Dank alvast!,09/08/2014 17:15:59,498155746216136000,Miriam van Kreij,1
"@MD_Actueel er liggen nog steeds sites uit, storing nog niet verholpen?",09/08/2014 18:15:41,498170770359873000,Thea Bomers,1
@MD_Actueel Is er al weer nieuws over de storing? Een van mijn klanten heeft nog steeds een site die eruit ligt... :(,09/08/2014 18:26:02,498173372401217000,Marjon Saft,1
"@MD_Actueel onze site nog steeds offline, terwijl potentile cursisten @regel_t goed artikel lezen in @ADkrant kunnen ze niet inschrijven",09/08/2014 19:40:35,498192133502009000,Denise Land,1
"@MD_Actueel Zeg mijndomein: ik ben op z'n zachtst echt niet blij, meer dan 24 uur geen bereik via mail of website, hoe gaan we dit oplossen?",09/08/2014 20:04:36,498198179482189000,Mohamed el Bachiri,1
@MD_Actueel hoelang gaat de storing nog duren? De website is al een dag niet bereikbaar.,09/08/2014 23:15:14,498246154321412000,Hendricus,1
@MD_Actueel we worden nu wel wat ongeduldig. #storing nog steeds geen E-mail en site plat,10/08/2014 06:13:06,498351313709981000,Kirsten Schultz,1
@MD_Actueel Hoe lang gaat het nog duren? Inmiddels al langer dan 24uur geen email of site. Zeer slechte zaak.,10/08/2014 06:56:06,498362133055545000,Peter Contant,1
@MD_Actueel Al sinds vrijdag geen mail en website. Hebben jullie enig idee hoe lang het ongeveer nog gaat duren?,10/08/2014 07:24:53,498369378086567000,Danille Springer,1
@MD_Actueel @MD_Webcare gaat wel erg lang duren he? Al zicht op verbinding #geenmail #geensite,10/08/2014 07:25:04,498369422307106000,KappersInc,1
@MD_Actueel Ongelofelijk: onze site ligt er nog steeds uit. Wat is nu de verwachting? Het onderhoud zou tot zaterdagochtend 8 uur duren!,10/08/2014 07:32:13,498371222523375000,FCGOnline,1
@MD_Actueel echt super storend en zwaar onprofessioneel hoelang die storing nu al duurt...,10/08/2014 07:51:22,498376043267629000,Marc,1
@MD_Actueel @mijndomein @MD_Webcare hoe kan het dat mijn website er nog steeds uit ligt???? Schandalig!!!! #storing #mijndomein RT please,10/08/2014 07:55:51,498377169832534000,djluuk.nl,1
@MD_Actueel  ondanks julie inspanningen gaan we dag 3 al in dat mijn sites http://t.co/dEPyuJyNN6  en http://t.co/hYsiV63vUg ofline zijn,10/08/2014 08:00:29,498378337547747000,carol scheepens,1
"Mijn site ligt eruit, ik weet het, dat komt door een storing bij @MD_Actueel.",10/08/2014 09:42:59,498404132202745000,zcan Akyol,1
@MD_Actueel Hoelang kan die storing nog duren? ik kan nu niet eens mijn website openen.,10/08/2014 09:58:47,498408107417305000,Natascha Verheij,1
"Ook website Talentenportfolio vooralsnog offline ""@MD_Actueel: [Update] Op 10/8/2014 om 11:18 :
http://t.co/BF4x1rIVwS ^RO",10/08/2014 09:59:35,498408307456233000,Simone Leereveld,1
@MD_Actueel mijn website is nog niet bereikbaar. Helaas.....,10/08/2014 10:07:08,498410209958969000,Petra van Riemsdijk,1
"@MD_Actueel In een bericht vrijdag werd gemeld dat de storing kort zou duren. Echter, http://t.co/x3n7kmIpTv en mail zijn nog onbereikbaar.",10/08/2014 10:20:03,498413457583374000,Rob de Graaf,1
"@MD_Actueel mijn site Bodynumbers.nl is nu al bijna 48u offline,wat is er gebeurd met nieuwe password aanvraag voor database?",10/08/2014 10:46:50,498420201395085000,Aico Klein Ovink,1
"@MD_Actueel Het klopt dus dat mijn mailbox het momenteel niet doet? Ik bedoel, de storing is nog niet volledig hersteld?",10/08/2014 11:44:57,498434827432247000,,1
@MD_Actueel hoe gaan jullie compenseren voor de storing. Onbereikbaar voor klanten en dus verlies inkomsten. #ergontevreden,10/08/2014 13:08:47,498455920977121000,Steunkousen-Online,1
@MD_Actueel Mijn website is nu al 3 dagen offline. Ben zeer ontevreden hoop echt dat het aankomende maandag weer online gaat...,10/08/2014 14:17:28,498473205729087000,MediaCenter Nijmegen,1
@MD_Actueel mijn website http://t.co/ox4IFA7ZDc is nog steeds down. dit ondanks jullie nieuwspagina mededeling,10/08/2014 20:24:37,498565603482169000,Marcel van Veelen,1
@MD_Actueel ik ben nog steeds compleet offline met http://t.co/Ez2P8KDer0,10/08/2014 21:08:17,498576592776749000,Patrick Jansen,1
"@MD_Actueel Muzorholland.nl, asaneo.nl en de mail.Alles offline!",12/08/2014 08:34:37,499111703255465000,Muzorholland,1
@NUnl  mijndomein.nl  websites n email al bijna 18 uur plat  veel boze berichten  klanten op facebook weinig respons van het bedrijf,09/08/2014 14:00:12,498106474800095000,Martien van Wanrooij,1
Instagram onbereikbaar door storing: http://t.co/fbglPnab0e,28/08/2014 20:25:10,505088725798617000,NUtech,1
@NUtechnl: Instagram onbereikbaar door storing: http://t.co/iBxwd7S3fG ONEE NU KAN IK GEEN SELFIES MEER PLAATSEN D:,28/08/2014 20:28:03,505089450213662000,Fre!!,1
@OBN_Webcare Nog enige idee wanneer het eindelijk weer werkt? 6+ uur downtime is triest en ook een regelmatige updates..,04/08/2014 20:44:31,496396285130584000,Robin Verlangen,1
"@PostNL Jammer Track en Trace ligt plat,althans bij mij .. weet nu nog niet of die onderweg is -_-",26/08/2014 10:13:31,504210023111987000,Angelique,1
@ZiggoWebcare Sites als http://t.co/DbdcrSGpge en telegraaf.nl onberijkbaar vanaf meerdere ziggo klanten. MTU probleempje?,12/08/2014 09:59:52,499133155056832000,Edwin van Andel,1
@ZiggoWebcare Sites als http://t.co/DbdcrSGpge  en telegraaf.nl onbereikbaar vanaf meerdere ziggo klanten. MTU probleempje?,12/08/2014 10:08:47,499135402046144000,Edwin van Andel,1
@Belastingdienst Ik kan niet meer inloggen op toeslagen.nl. Ik krijg elke keer een error op de pagina.,25/08/2014 23:20:21,504045647197376000,Kristel,1
@Hostnet_Webcare mail werkt niet !! storing bij hostnet!! graag spoedig aktie!!,25/08/2014 21:09:16,504012657654263000,Lloyd Industrials,1
@Hostnet_Webcare Bedankt voor jullie snelle reactie. Vervelend dat het hostnet niet lukt om de boel een beetje stabiel te houden..,25/08/2014 21:19:51,504015321423155000,Lloyd Industrials,1
@LloydIndustrial Dat begrijpen wij uiteraard. Mijn collega's zijn nu dan ook bezig de onderbrekingen definitief te verhelpen.,25/08/2014 21:22:50,504016071150800000,Hostnet Webcare,1
"@ingnl mijning is niet bereikbaar vanuit Denemark. Bij gebruik van proxy, waardoor lijkt dat ik in NL ben werkt het wel. Wordt dit opgelost?",12/08/2014 18:36:25,499263149502001000,Davey Schalk,1
@KLM zie dm wederom een probleem pfff ben er nu klaar mee zeker met onze gehandicapte dochter!!!!!! Grrrrrr,13/08/2014 22:24:04,499682826820669000,Natasja Veldman,1
@knab_nl ligt de KNab app er uit? Kan niet inloggen,15/08/2014 15:06:16,500297429611458000,Simone,1
@knab_nl Storing? Geen app en geen website?,15/08/2014 15:51:40,500308855021383000,Rob A.M. Naaijkens,1
@KPNwebcare klopt het dat kpn storing heeft? Ik kan geen tv meer kijken....,11/08/2014 21:50:35,498949626528280000,Karma,1
@MarijkeEu middelste lampje brand tijdens een storing? Is er ook een mogelijkheid om tijdelijk met een kabel te testen? 2/2,25/08/2014 22:01:53,504025900586131000,KPN Webcare,1
"@KruidvatService Hmm, de inboedelverzekeringaanvraagpagina n de mail-met-een-vraag-pagina op jullie site werken allebei niet. Fix it! :-(",26/08/2014 13:19:55,504256928403718000,Annica,1
@MD_Actueel @MD_Webcare Hoe lang denken jullie ermee bezig te zijn? Dit is de 4e dag op rij dat mijn site niet of slecht bereikbaar is :(,12/08/2014 09:04:42,499119272845934000,Hugo van Dijke,1
@MD_Actueel We zitten al jaren bij mijndomein en dit is de 1e grote storing. Wel een erg lange maar wij houden het vertrouwen hoog! :) s6,12/08/2014 09:11:01,499120861543424000,Mooiste foto van NL,1
@NS_online kunt u mij heel even terug volgen op twitter ik heb veel problemen die ik liever DM,11/08/2014 21:43:01,498947721374740000,mila,1
8651 @NS_online: @oetsie Zou je ons het treinstelnummer kunnen sturen als de verbinding slecht is? Dan gaan wij hem resetten. ^BR,12/08/2014 18:58:49,499268789025132000,Ferry van Iersel,1
@NS_Online waarom wordt deze mogelijkheid niet in de reisplanner getoond: 8:54 rdam -&gt; schiphol 9:20     9:29 schiphol -&gt; sloterdijk 9:40,20/08/2014 20:17:02,502187573549469000,AndreasV,1
"@PostNL hi, hallo. Jullie https://t.co/CrIzWbBro0 pagina loopt in Google Chrome vast door de cookiemelding. Niet te accepteren (de cookies).",11/08/2014 16:39:01,498871219392090000,Danille Schouten,1
@PostNL  bij Mijn Pakketten staat dat ik als de geadresseerde niet online beschikbaar is.wat betekend dat?hoe kan ik dat dan veranderen?,11/08/2014 16:41:47,498871912295309000,Mirra Bollen,1
@PostNL 3s code heb ik zelfs niet eens ontvangen http://t.co/AZFVbrH9a1,11/08/2014 16:45:58,498872967485743000,kevin  kylie,1
@PostNL nog erg weinig van jullie vernomen. Tweede kwalijke zaak....,11/08/2014 16:55:45,498875429290532000,Lin,1
@richard_verkerk Wat slordig! Heb je meer informatie? ^Anne,11/08/2014 17:00:38,498876655860215000,PostNL,1
@PostNL zeer belangrijke. Niemand bij PostNL wilt/kan mij hiermee helpen. Hoop dat jullie mij hiermee kunnen helpen. Graag wil ik status wtn,13/08/2014 22:40:44,499687021775187000,lashantoo,1
"@radio1nl, jullie website is op m'n Galaxy tab2 niet te bekijken. Alleen de microfoon is zichtbaar na het laden. Erg onhandig.",13/08/2014 22:04:35,499677924338196000,yamuis,1
@RJongbloed wat voor problemen?,03/08/2014 19:37:14,496016962968092000,stipte webcare,1
"@Stipte_Webcare zoals ok al eerder had aangekondigd, ik wacht nog steeds op een vergoeding van storing.",04/08/2014 05:55:51,496172643889184000,T.C. KEREM #ATA,1
@stipte_webcare Internet ligt al een uurtje plat. Wat is er aan de hand? #Huizen,04/08/2014 14:06:45,496296181891596000,Renate Wijma,1
"@RenateWijma Niets, voor zover ik weet, ik vraag het na. Hardware al reset gegeven?",04/08/2014 14:08:08,496296529477783000,stipte webcare,1
@Stipte_Webcare Yes. Krijg net seintje van de kids dat internet al uur plat ligt,04/08/2014 14:09:08,496296785141587000,Renate Wijma,1
@Stipte_Webcare No internet. Er neemt iemand op thuis (heb net contact gehad) :-),04/08/2014 14:23:46,496300465144209000,Renate Wijma,1
"Er vind een landelijk verspreide storing plaats op het glasvezelnetwerk, zie meer info op https://t.co/uv8PBz6YXa",04/08/2014 18:07:15,496356705853128000,stipte webcare,1
"Er vindt een landelijk verspreide glasvezelstoring plaats, zie voor meer info https://t.co/2mVioCcqFT",04/08/2014 18:08:10,496356935747502000,stipte webcare,1
Ook thuistelefoon onbereikbaar. Er heeft wel iemand gebeld van @Stipte_Webcare op mn mobiel om 17:19u. Sinds 15:00u geen internet meer!!!,04/08/2014 18:15:32,496358789927673000,Renate Wijma,1
@RenateWijma  er is iemand van de lijnleverancier onderweg naar wijkcentrale voor vervanging hardware.,04/08/2014 18:29:55,496362409624604000,stipte webcare,1
@Stipte_Webcare Hoe kan het dat TV werkt maar internet en telefoon er al 5 uur uitliggen?,04/08/2014 18:30:06,496362458878341000,Renate Wijma,1
@RenateWijma probeer af en toe modem te resetten,04/08/2014 18:30:14,496362491619049000,stipte webcare,1
@Stipte_Webcare Maar waarom in hemelsnaam ruim 5 uur geen internet? Jullie hebben toch wel SLA met glasvezelboer over maximale issue tyd?,04/08/2014 18:31:45,496362871463636000,Renate Wijma,1
Op dit moment hebben we een landelijke glasvezelstoring. Meer info: https://t.co/2mVioCcqFT,04/08/2014 18:39:52,496364916123893000,stipte webcare,1
Update glasvezelstoring. Grootste deel is opgelost: https://t.co/2mVioCcqFT,04/08/2014 20:41:06,496395424010625000,stipte webcare,1
"De storing is verholpen, stapsgewijs worden diensten hersteld. Zie meer info op https://t.co/2mVioCcqFT",04/08/2014 21:14:02,496403714182483000,stipte webcare,1
@Stipte_Webcare Is er een storing in Raalte?,10/08/2014 17:15:33,498518023113039000,Monique Harleman,1
@monique_stoel niet voorzover ik weet. Ik vraag het na.,11/08/2014 15:16:16,498850394425262000,stipte webcare,1
"@Stipte_Webcare Bedankt, storing was gisteravond, internet en TV werken inmiddels weer.",11/08/2014 16:24:32,498867572713205000,Monique Harleman,1
@Stipte_Webcare Klopt het dat de telefoon er weer uit ligt regio 070? Want ben al 2 dagen niet telefonisch bereikbaar.,11/08/2014 19:45:30,498918148822011000,Kim,1
@simyonl nu te laat ben met het activeren van mijn simyo account. Wat moet ik nu doen?,25/08/2014 21:12:18,504013421948731000,Tijs Hoeksma,1
"@Royoooo Het was eerst om 10:55 opgelost, maar helaas is er weer storing ingetreden om 12:08. Wij zoeken op het moment naar de oorzaak 1/3",25/08/2014 14:02:34,503905276412837000,Stedin Webcare,1
@Royoooo zodat het definitief verholpen kan worden. Het is nog niet duidelijk wanneer de storing opgelost is. Wel wil ik u wijzen op 2/3,25/08/2014 14:03:55,503905614872186000,Stedin Webcare,1
@telegraaf Telegraaf via app en via internet onbereikbaar. Klopt dit?,12/08/2014 08:14:26,499106624263696000,Dirk Vreeswijk,1
@telegraaf website slecht bereikbaar?,12/08/2014 08:14:53,499106736091852000,Hans de Vries,1
@telegraaf Problemen met jullie website?,12/08/2014 08:32:09,499111081281716000,Fee,1
@telegraaf ik kan geen enkele link openen van jullie,12/08/2014 08:45:43,499114495147769000,Nina Samsom,1
@telegraaf telegraaf servers down? Geen enkel bericht laad,12/08/2014 08:49:44,499115504557363000,Kale,1
@telegraaf Hoe is 't met de website?,12/08/2014 08:51:44,499116010587176000,Frans Bergwerf,1
@telegraaf Site'je een beetje plat van al diegenen die zo graag willen dat Nederland eindelijk ruggengraat toont al is het vanuit de lucht.,12/08/2014 09:25:21,499124470804926000,Upadastra,1
@telegraaf Jullie website is niet bereikbaar.,12/08/2014 10:00:31,499133319305773000,Bea van Dijk,1
@telegraaf is http://t.co/nkXykaW4TG uit de lucht?,12/08/2014 10:03:42,499134120484941000,dtpartner,1
@telegraaf gratis app op ipad opent wel maar laadt niet.,12/08/2014 10:09:34,499135597739773000,Jessica Hobo,1
"@telegraaf.nl werkt niet meer op internet ,hoezo ?",12/08/2014 10:25:38,499139640964964000,Ralph v.d.Meulen,1
@telegraaf vanaf 10.00 storing telegraaf.nl (http://t.co/6mGntoaMJ8) maar @telegraaf vindt het niet nodig om iets daarover te melden????,12/08/2014 10:46:22,499144857320177000,Eric Boorsma,1
@telegraaf waarom kan ik niet via pc en mobiel op de site komen? is er storing?,12/08/2014 10:48:50,499145478525972000,chantal,1
"@telegraaf Jullie site doet het niet meer, klopt dat?",12/08/2014 11:05:13,499149603825258000,Melissa,1
@telegraaf storing? kan de website http://t.co/x8ISgczRhQ niet bereiken.,12/08/2014 11:09:01,499150556662083000,Michel van Lin,1
"@telegraaf is het zo druk op de website bij jullie , ik krijg hem niet eens gelade XD. of hebben jullie een storing ??",12/08/2014 11:13:18,499151636854767000,PD0MV,1
@telegraaf site al enige tijd down?,12/08/2014 11:39:47,499158301251469000,Pim Versteeg,1
@telegraaf kan niet op de site komen,12/08/2014 11:43:21,499159199893716000,Erwin,1
@telegraaf Probeer al de hele tijd op de site en app de telegraaf te lezen maar nog steeds niets!!,12/08/2014 11:45:48,499159812937371000,Oog voor Design,1
"@telegraaf Zijn jullie uit de lucht of zo. Website laadt hele dag al niet, de Androidapp blijft hangen. Wat is er aan de hand?",12/08/2014 11:47:01,499160121348743000,Jef de Vries,1
@telegraaf Wat is er bij  jullie aan de hand kan nergen op internet de krant lezen???,12/08/2014 11:50:16,499160938545967000,nicolina v/d horn,1
@telegraaf jullie website werkt niet meer ik weet niet of jullie dit weten?? dan weet je het nu hopelijk maken jullie het snel,12/08/2014 11:54:01,499161882746707000,bond,1
"@telegraaf ,  U bent al uren niet te bereiken online,,,klopt dat ???",12/08/2014 12:09:52,499165872712605000,Maja de Bij,1
@telegraaf de website doet het nog steeds niet hier in Zwolle http://t.co/eBTb16qdv2,12/08/2014 12:24:06,499169454153273000,wim verdoold,1
"@telegraaf is er een storing? Er is geen Telegraaf op laptop of mobiel, bij ons niet tenminste....",12/08/2014 12:25:03,499169692725280000,Aug & Paul,1
